Cliente Cabecera;Año Anterior;Proyecto Editorial;Año;Año Actual;Ejemplares;Facturación;CCAA;Titularidad;Código MEC;Estado Cliente;IdEducamos;Asignatura;Curso;TME;TS;Lengua;Etapa;Aulas;TARGET;SampleWeight
165323;01_SM;0000000443;2017;01_SM;13;343,72;Galicia;Público;36014878;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,00417
165401;01_SM;0000000443;2017;01_SM;11;290,84;Madrid;Privado;0;4;EDU2018;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,994036
165457;03_SAN;;2017;03_SAN;15;396,6;Cataluña;Público;25001618;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
165461;02_ANA;15PROYANA1;2017;02_ANA;80;1993,6;Andalucía;Católico;21001511;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;19,998845
165491;05_EDB;;2017;90_NUS;46;1216,24;Murcia;Público;30001485;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;T;19,990463
165548;08_VIV;;2017;08_VIV;12;317,28;Comunidad Valenciana;Público;46022294;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
165602;02_ANA;15PROYANA2;2017;02_ANA;54;1427,76;Comunidad Valenciana;Católico;3008411;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,996226
165721;06_EDV;15PROYEDV5;2017;06_EDV;54;1345,68;Andalucía;Público;11002602;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
165906;06_EDV;15PROYEDV5;2017;06_EDV;9;224,28;Andalucía;Público;23003892;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
166208;03_SAN;;2017;03_SAN;50;1322;Madrid;Público;28006196;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002967
166261;03_SAN;;2017;03_SAN;72;1903,68;Cataluña;Público;43006587;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,000612
166346;03_SAN;;2017;03_SAN;49;1295,56;Cataluña;Público;8035684;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
166460;03_SAN;;2017;03_SAN;23;608,12;Murcia;Público;30000501;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
166498;03_SAN;15PROYSAN1;2017;03_SAN;51;1347,42;Islas Canarias;Católico;35008330;4;EDU1230;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,12
166514;02_ANA;15PROYANA2;2017;02_ANA;47;1242,68;Extremadura;Público;10004627;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002581
166679;02_ANA;15PROYANA2;2017;02_ANA;2;52,88;Galicia;Público;32014902;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,00417
166870;03_SAN;;2017;03_SAN;17;449,48;Cataluña;Público;8017104;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
166888;05_EDB;;2017;05_EDB;36;951,84;Cataluña;Público;43001671;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
166914;06_EDV;15PROYEDV5;2017;06_EDV;13;323,96;Andalucía;Público;11008136;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
166997;02_ANA;PROYANA521;2017;02_ANA;10;264,4;Murcia;Público;30000481;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,990463
167061;03_SAN;15PROYSAN1;2017;03_SAN;122;3225,68;Melilla;Privado;52000671;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;5;F;21
167063;06_EDV;15PROYEDV5;2017;06_EDV;18;448,56;Andalucía;Público;11603002;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
167064;02_ANA;15PROYANA1;2017;02_ANA;11;274,12;Andalucía;Público;41000181;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
167084;03_SAN;15PROYSAN1;2017;03_SAN;46;1146,32;Andalucía;Público;29601550;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
167113;03_SAN;15PROYSAN1;2017;03_SAN;48;1269,12;Galicia;Público;15001070;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,00417
167123;02_ANA;;2017;02_ANA;51;1348,44;Cataluña;Público;8028928;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,000612
167135;05_EDB;15PROYEDB5;2017;05_EDB;51;1348,44;Galicia;Católico;36006641;3;EDU471;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,039604
167172;31_ELK;;2017;31_ELK;65;1717,95;País Vasco;Privado;48004192;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,035714
167851;02_ANA;15PROYANA2;2017;02_ANA;28;740,04;Castilla la Mancha;Público;13000967;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,995748
167884;03_SAN;;2017;03_SAN;22;581,46;País Vasco;Público;1002791;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,997006
167900;02_ANA;;2017;02_ANA;22;581,68;Cataluña;Público;8046293;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
168057;01_SM;0000000443;2017;01_SM;14;370,16;Madrid;Público;28024848;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002967
168117;03_SAN;;2017;03_SAN;50;1322;Cataluña;Privado;8014097;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,984694
168276;03_SAN;15PROYSAN1;2017;03_SAN;22;581,68;Cataluña;Privado;8044791;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,984694
168304;31_ELK;;2017;31_ELK;56;1480,08;País Vasco;Privado;20005312;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,035714
168430;03_SAN;15PROYSAN1;2017;03_SAN;49;1295,56;Madrid;Público;28031099;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002967
168786;06_EDV;15PROYEDV5;2017;06_EDV;8;211,52;Extremadura;Público;6002161;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
168814;02_ANA;15PROYANA2;2017;02_ANA;18;475,74;Castilla la Mancha;Público;13004328;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
168908;02_ANA;15PROYANA2;2017;02_ANA;75;1983;Madrid;Católico;28011647;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,019108
169151;01_SM;0000000443;2017;01_SM;35;925,4;Extremadura;Público;10003714;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,002581
169190;03_SAN;;2017;03_SAN;13;343,72;Cataluña;Público;25001424;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
169192;02_ANA;15PROYANA2;2017;02_ANA;3;79,32;Extremadura;Público;6006991;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
169247;03_SAN;15PROYSAN1;2017;03_SAN;28;740,32;Cataluña;Privado;8029738;4;EDU2109;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,984694
169351;02_ANA;;2017;02_ANA;36;951,12;Islas Canarias;Privado;38002466;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,057143
169392;02_ANA;;2017;02_ANA;24;637,44;Islas Baleares;Público;7007061;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,023697
169415;02_ANA;15PROYANA2;2017;02_ANA;27;713,88;Murcia;Católico;30003196;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,988372
169462;08_VIV;;2017;08_VIV;26;687,44;Murcia;Público;30011247;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,990463
169530;03_SAN;15PROYSAN1;2017;03_SAN;18;475,56;Islas Canarias;Público;35007404;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
169543;03_SAN;15PROYSAN1;2017;03_SAN;19;501,98;Islas Canarias;Público;35000860;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
169592;03_SAN;;2017;03_SAN;21;555,03;Castilla la Mancha;Público;16001041;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
169604;01_SM;0000000443;2017;01_SM;11;290,84;Castilla y León;Público;49007218;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
169615;19_TXT;;2017;19_TXT;30;793,2;Cataluña;Católico;8019502;4;EDU609;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20
169756;02_ANA;15PROYANA1;2017;02_ANA;19;473,48;Andalucía;Público;41000031;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
169784;02_ANA;15PROYANA2;2017;02_ANA;28;740,32;Comunidad Valenciana;Público;46014844;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
169799;02_ANA;15PROYANA2;2017;02_ANA;32;846,08;Comunidad Valenciana;Público;12000819;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
169807;03_SAN;15PROYSAN1;2017;03_SAN;43;1071,56;Andalucía;Público;11008331;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
169827;01_SM;0000000443;2017;01_SM;12;317,28;Comunidad Valenciana;Público;12006159;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
169841;03_SAN;15PROYSAN1;2017;03_SAN;16;398,72;Andalucía;Público;18008609;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
169870;08_VIV;;2017;08_VIV;14;370,16;Galicia;Público;36018422;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,00417
169882;18_TDE;;2017;18_TDE;49;1295,56;Cataluña;Público;8033560;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
170024;02_ANA;;2017;02_ANA;21;555,24;Cataluña;Público;25006926;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
170151;31_ELK;;2017;31_ELK;67;1770,81;País Vasco;Privado;48007776;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,035714
170300;03_SAN;15PROYSAN1;2017;03_SAN;7;185,08;Extremadura;Público;6001956;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
170395;02_ANA;15PROYANA1;2017;02_ANA;18;448,56;Andalucía;Público;18601412;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
170534;01_SM;0000000443;2017;01_SM;49;1295,56;Castilla y León;Católico;9001219;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,005405
170545;03_SAN;15PROYSAN1;2017;03_SAN;2;52,88;Comunidad Valenciana;Público;0;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
170784;03_SAN;15PROYSAN1;2017;03_SAN;30;793,2;Comunidad Valenciana;Público;46001783;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
170840;02_ANA;15PROYANA1;2017;02_ANA;7;174,44;Andalucía;Público;18005463;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
170852;01_SM;0000000443;2017;01_SM;11;290,84;Aragón;Público;44002061;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,018908
171024;02_ANA;15PROYANA2;2017;02_ANA;27;713,88;Galicia;Público;27005020;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,00417
171077;19_TXT;;2017;19_TXT;51;1348,44;Cataluña;Público;8022598;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,000612
171089;01_SM;0000000443;2017;01_SM;27;713,88;País Vasco;Católico;20001501;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,038278
171105;03_SAN;;2017;03_SAN;53;1401,32;Cataluña;Privado;8029660;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,984694
171163;01_SM;0000000443;2017;01_SM;53;1401,32;Melilla;Público;52000351;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,190476
171164;03_SAN;15PROYSAN1;2017;03_SAN;52;1373,84;Islas Canarias;Público;38004891;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;20,011076
171191;19_TXT;;2017;02_ANA;57;1507,08;Cataluña;Privado;8015867;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,984694
171192;03_SAN;;2017;03_SAN;30;792,9;País Vasco;Público;48001798;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,997006
171243;02_ANA;15PROYANA2;2017;02_ANA;48;1269,12;Comunidad Valenciana;Público;3007765;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
171250;03_SAN;;2017;03_SAN;42;1110,06;País Vasco;Público;48011482;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,997006
171269;03_SAN;15PROYSAN1;2017;03_SAN;72;1794,24;Andalucía;Público;41010149;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
171318;02_ANA;15PROYANA2;2017;02_ANA;6;158,64;Galicia;Público;27000198;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,00417
171354;01_SM;0000000163;2017;02_ANA;6;155,88;Comunidad Valenciana;Público;3002381;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
171368;01_SM;0000000443;2017;01_SM;49;1295,56;Castilla la Mancha;Público;45003152;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,995748
171408;02_ANA;;2017;02_ANA;48;1196,16;Andalucía;Público;4002027;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
171569;02_ANA;15PROYANA2;2017;02_ANA;18;475,92;Comunidad Valenciana;Público;46026792;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
171587;08_VIV;;2017;08_VIV;45;1189,8;Cataluña;Público;8053583;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
171608;02_ANA;;2017;02_ANA;75;1869;Andalucía;Católico;41006316;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,998845
171685;02_ANA;15PROYANA2;2017;02_ANA;25;661;Galicia;Privado;27007235;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,963542
171691;31_ELK;;2017;31_ELK;68;1797,24;País Vasco;Público;48011664;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,997006
171738;01_SM;0000000222;2017;01_SM;4;105,76;Islas Canarias;Público;0;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,011076
171748;03_SAN;15PROYSAN1;2017;03_SAN;27;713,88;Comunidad Valenciana;Público;3010235;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
171923;02_ANA;;2017;02_ANA;25;623;Andalucía;Público;4001448;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
171944;18_TDE;;2017;18_TDE;50;1322;Cataluña;Público;8037930;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
172061;03_SAN;15PROYSAN1;2017;03_SAN;25;623;Andalucía;Público;14001529;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
172209;03_SAN;15PROYSAN1;2017;03_SAN;36;951,84;Murcia;Público;30006525;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,990463
172264;03_SAN;15PROYSAN1;2017;03_SAN;23;610,88;Islas Baleares;Público;7002397;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,023697
172269;03_SAN;15PROYSAN1;2017;03_SAN;23;573,16;Andalucía;Público;14001645;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
172304;02_ANA;15PROYANA2;2017;02_ANA;25;661;Comunidad Valenciana;Público;3003425;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
172310;03_SAN;15PROYSAN1;2017;03_SAN;54;1345,68;Andalucía;Público;11000186;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,99882
172347;02_ANA;15PROYANA2;2017;02_ANA;50;1322;Galicia;Público;15019359;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,00417
172659;01_SM;0000000443;2017;01_SM;18;475,92;Castilla y León;Público;9002480;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
172817;03_SAN;;2017;03_SAN;42;1110,48;Comunidad Valenciana;Público;12003353;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
172864;03_SAN;;2017;03_SAN;20;528,8;Comunidad Valenciana;Público;46020340;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
172951;18_TDE;;2017;90_NUS;25;661;Cataluña;Público;8002009;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;T;20,000612
173013;02_ANA;;2017;02_ANA;9;237,96;Cataluña;Público;17003902;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
173217;02_ANA;15PROYANA2;2017;02_ANA;34;898,96;Galicia;Público;15019323;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,00417
173261;02_ANA;15PROYANA2;2017;02_ANA;8;211,52;Galicia;Público;36007631;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,00417
173307;01_SM;0000000443;2017;01_SM;25;661;Extremadura;Público;10006065;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
173313;03_SAN;15PROYSAN1;2017;03_SAN;38;1003,96;Islas Canarias;Público;38000597;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,011076
173352;02_ANA;15PROYANA1;2017;02_ANA;24;598,08;Andalucía;Público;23003971;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
173417;05_EDB;15PROYEDB5;2017;05_EDB;48;1269,12;Galicia;Católico;27006231;3;EDU739;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,039604
173431;01_SM;0000000443;2017;01_SM;18;475,92;Madrid;Público;28044847;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002967
173478;01_SM;0000000443;2017;01_SM;13;349,96;Andalucía;Público;11001026;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
173489;06_EDV;15PROYEDV5;2017;06_EDV;7;174,44;Andalucía;Público;18001421;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
173515;03_SAN;15PROYSAN1;2017;03_SAN;11;290,84;Extremadura;Público;6007089;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
173582;01_SM;0000000443;2017;01_SM;27;713,88;Castilla la Mancha;Católico;2001184;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,034483
173588;01_SM;0000000460;2017;90_NUS;51;1328,55;Cataluña;Público;8031472;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;T;20,000612
173655;01_SM;0000000443;2017;01_SM;50;1322;Castilla y León;Católico;47003544;4;EDU262;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,005405
173666;01_SM;0000000443;2017;01_SM;31;834,52;Andalucía;Público;18005608;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,99882
173697;02_ANA;15PROYANA2;2017;02_ANA;18;475,92;Castilla y León;Católico;47004421;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,005405
173718;01_SM;0000000443;2017;01_SM;40;1057,6;Galicia;Público;36007813;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,00417
173862;01_SM;0000000443;2017;01_SM;11;290,84;Aragón;Público;22000056;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,018908
173928;01_SM;0000000443;2017;01_SM;35;925,4;Galicia;Católico;15006481;4;EDU2057;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,039604
173946;03_SAN;15PROYSAN1;2017;03_SAN;32;846,08;Comunidad Valenciana;Público;46004981;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000961
174026;03_SAN;15PROYSAN1;2017;03_SAN;4;99,68;Andalucía;Público;18601941;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
174029;01_SM;0000000443;2017;01_SM;10;264,4;Extremadura;Público;6001671;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,002581
174037;03_SAN;15PROYSAN1;2017;03_SAN;26;687,18;País Vasco;Católico;20002876;3;EDU1222;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,038278
174062;03_SAN;;2017;03_SAN;15;396,45;Castilla la Mancha;Público;16002586;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
174077;06_EDV;15PROYEDV5;2017;06_EDV;6;149,52;Andalucía;Público;18602106;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
174121;03_SAN;15PROYSAN1;2017;03_SAN;44;1163,36;Cataluña;Privado;8019551;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,984694
174211;03_SAN;15PROYSAN1;2017;03_SAN;21;555,24;Murcia;Privado;30005831;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,034483
174214;02_ANA;15PROYANA2;2017;90_NUS;10;265,6;Islas Baleares;Público;7006184;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;T;20,023697
174304;03_SAN;;2017;03_SAN;30;793,2;Galicia;Público;15000569;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,00417
174367;05_EDB;15PROYEDB5;2017;05_EDB;26;687,44;Cataluña;Público;8040333;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
174415;03_SAN;15PROYSAN1;2017;03_SAN;7;185,01;País Vasco;Público;48001804;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,997006
174455;01_SM;0000000443;2017;01_SM;23;619,16;Andalucía;Público;41004344;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
174495;01_SM;0000000443;2017;01_SM;50;1322;País Vasco;Católico;48005780;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,038278
174526;02_ANA;15PROYANA1;2017;02_ANA;16;398,72;Andalucía;Público;29009739;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,99882
174532;03_SAN;15PROYSAN1;2017;03_SAN;14;370,16;Castilla y León;Público;34003348;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995378
174592;03_SAN;15PROYSAN1;2017;03_SAN;91;2404,22;Islas Canarias;Privado;35006412;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;4;F;20,057143
174643;05_EDB;;2017;90_NUS;32;846,08;Cataluña;Público;43005133;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;T;20,000612
174645;08_VIV;;2017;08_VIV;7;185,08;Cataluña;Público;25004401;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
174680;18_TDE;;2017;18_TDE;7;185,08;Comunidad Valenciana;Público;46006707;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000961
174701;03_SAN;15PROYSAN1;2017;03_SAN;8;211,52;Galicia;Público;27016492;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,00417
174741;19_TXT;;2017;19_TXT;25;661;Cataluña;Público;8027973;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;20,000612
174743;08_VIV;;2017;08_VIV;38;1004,72;Cataluña;Público;8027432;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,000612
174747;02_ANA;;2017;90_NUS;25;661;Cataluña;Público;8025599;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;T;20,000612
174791;01_SM;0000000443;2017;01_SM;3;79,32;Castilla la Mancha;Público;19003590;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,995748
174803;08_VIV;;2017;08_VIV;55;1453,65;Castilla la Mancha;Público;19000461;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,995748
174871;03_SAN;15PROYSAN1;2017;03_SAN;9;237,87;País Vasco;Público;1002892;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;1;F;19,997006
175004;01_SM;0000000443;2017;01_SM;40;1057,6;País Vasco;Público;48007958;4;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;19,997006
175012;03_SAN;;2017;03_SAN;55;1453,65;País Vasco;Público;48008537;3;;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;3;F;19,997006
175122;06_EDV;15PROYEDV5;2017;06_EDV;27;713,88;Galicia;Católico;15014416;4;EDU1305;Lengua castellana;6º Primaria;Básico;PAPEL;Castellano;Primaria;2;F;20,039604
